id,source,matching,destination,type,category,status,ignore
70,cam-nang-cham-soc-suc-khoe-sac-dep.html,exact,https://angelagold.com.vn/download-cam-nang.html,301,,active,
71,tien-ich-c47.html,exact,https://angelagold.com.vn/download-cam-nang.html,301,,active,
72,suc-khoe-sinh-ly-nu/roi-loan-kinh-nguyet-loi-tai-he-truc-c44a1795.html,exact,https://angelagold.com.vn/suc-khoe-sinh-ly-nu/roi-loan-kinh-nguyet-o-phu-nu-loi-tai-he-truc-vang-suy-yeu-c44a1937.html,301,,active,
73,0-ca1832.html,exact,https://angelagold.com.vn/suc-khoe-sinh-ly-nu/kho-am-dao-nguyen-nhan-trieu-chung-va-cach-khac-phuc-c44a1989.html,301,,active,
74,tay-te-bao-chet-bang-muoi-co-tot-ca1850.html,exact,https://angelagold.com.vn/cham-soc-da/ban-da-biet-cach-tay-te-bao-chet-da-mat-tai-nha-dung-cach-c45a1879.html,301,,active,
75,trieu-phu-nu-mot-bi-quyet-dep-hon-khoe-hon-quyen-ru-hon-ca1929.html,exact,https://angelagold.com.vn/thuong,301,,active,
76,chuyen-cua-nang/trieu-phu-nu-mot-bi-quyet-dep-hon-khoe-hon-quyen-ru-hon-c46a1929.html,exact,https://angelagold.com.vn/thuong,301,,active,
77,404,exact,https://angelagold.com.vn,301,,active,
78,solo-cung-bolero-c28,exact,https://angelagold.com.vn/solo-cung-bolero.html,301,,active,
79,blog-phai-dep-c49,exact,https://angelagold.com.vn/blog-phai-dep.html,301,,active,
80,hoat-dong-nhan-hang-c26,exact,https://angelagold.com.vn/hoat-dong-nhan-hang.html,301,,active,
81,suc-khoe-sinh-ly-nu/kho-am-dao-c44a1888.html,exact,https://angelagold.com.vn/suc-khoe-sinh-ly-nu/kho-am-dao-nguyen-nhan-trieu-chung-va-cach-khac-phuc-c44a1989.html,301,,active,
82,cham-soc-da/diem-danh-cach-chua-nhan-da-mat-don-gian-hieu-qua-c45a2001.html,exact,https://angelagold.com.vn/cham-soc-da/cach-tri-nep-nhan-tren-mat-hieu-qua-giup-chi-em-tu-tin-c45a1725.html,301,,active,
83,cham-soc-da/da-kho-nguyen-nhan-cach-cham-soc-va-dieu-tri-c45a1997.html,exact,https://angelagold.com.vn/cham-soc-da/5-meo-cham-soc-da-body-kho-va-bong-troc-c45a1738.html,301,,active,
